name	count	institution
Schmidt, Albrecht	(7)	Nokia
Holopainen, Jussi	(7)	Nokia
Spasojevic, Mirjana	(6)	Nokia
Oulasvirta, Antti	(6)	Nokia
Olsson, Thomas	(6)	Nokia
Boberg, Marion	(6)	Nokia
Chen, Xiang	(5)	Nokia
Cui, Yanqing	(5)	Nokia
Huuskonen, Pertti	(5)	Nokia
Arrasvuori, Juha	(5)	Nokia
Setlur, Vidya	(5)	Nokia
Mäkelä, Kaj	(5)	Nokia
Huhtala, Jussi	(5)	Nokia
Karukka, Minna	(5)	Nokia
Puikkonen, Arto	(5)	Nokia
Prata, Wilson	(5)	Nokia
Aaltonen, Viljakaisa	(5)	Nokia
Tian, Feng	(4)	Nokia
Kaye, Joseph 'Jofish'	(4)	Nokia
Raisamo, Roope	(4)	Nokia
Zhang, Xu	(4)	Nokia
Juhlin, Oskar	(4)	Nokia
Rukzio, Enrico	(4)	Nokia
Holleis, Paul	(4)	Nokia
Kaikkonen, Anne	(4)	Nokia
Mihalic, Kristijan	(4)	Nokia
Holm, Jukka	(4)	Nokia
Montola, Markus	(4)	Nokia
Rantala, Jussi	(4)	Nokia
Ahtinen, Aino	(4)	Nokia
Lehtiniemi, Arto	(4)	Nokia
Vetek, Akos	(4)	Nokia
Paasovaara, Susanna	(4)	Nokia
Ahmaniemi, Teemu	(4)	Nokia
Ventä, Leena	(4)	Nokia
Suhonen, Katja	(4)	Nokia
Keränen, Jaakko	(4)	Nokia
Kauko, Jarmo	(4)	Nokia
Sarjanoja, Ari-Heikki	(4)	Nokia
Åkerman, Panu	(4)	Nokia
Valle, Thiago	(4)	Nokia
Wang, Wei	(3)	Nokia
Wang, Hao	(3)	Nokia
Billinghurst, Mark	(3)	Nokia
Hassenzahl, Marc	(3)	Nokia
Jacucci, Giulio	(3)	Nokia
Kaaresoja, Topi	(3)	Nokia
Liu, Ning	(3)	Nokia
Aliakseyeu, Dzmitry	(3)	Nokia
Dai, Guozhong	(3)	Nokia
Lehikoinen, Jaakko	(3)	Nokia
Chipchase, Jan	(3)	Nokia
Lehikoinen, Juha	(3)	Nokia
Ketola, Pekka	(3)	Nokia
Aaltonen, Antti	(3)	Nokia
Lehikoinen, Jaakko T.	(3)	Nokia
Ledlie, Jonathan	(3)	Nokia
Wang, Hongan	(3)	Nokia
Sohn, Timothy	(3)	Nokia
Obrist, Marianna	(3)	Nokia
Dicke, Christina	(3)	Nokia
Lemmelä, Saija	(3)	Nokia
Go, Janet	(3)	Nokia
Koponen, Tiina	(3)	Nokia
Paldanius, Mikko	(3)	Nokia
Feijó Filho, Jackson	(3)	Nokia
Surakka, Veikko	(2)	Nokia
Saari, Timo	(2)	Nokia
Jones, Matt	(2)	Nokia
Schrader, Martin	(2)	Nokia
Wang, Jie	(2)	Nokia
Liu, Jun	(2)	Nokia
Boda, Péter Pál	(2)	Nokia
Law, Effie Lai-Chong	(2)	Nokia
Kujala, Sari	(2)	Nokia
Linjama, Jukka	(2)	Nokia
Jokela, Timo	(2)	Nokia
Lyons, Kent	(2)	Nokia
Subramanian, Sriram	(2)	Nokia
Kirk, David	(2)	Nokia
Li, Hui	(2)	Nokia
Korpipää, Panu	(2)	Nokia
Arhippainen, Leena	(2)	Nokia
Tscheligi, Manfred	(2)	Nokia
Jung, Younghee	(2)	Nokia
Blandford, Ann	(49)	University College London
Sasse, M. Angela	(27)	University College London
Rogers, Yvonne	(17)	University College London
Cairns, Paul	(17)	University College London
Cox, Anna L.	(15)	University College London
Steed, Anthony	(13)	University College London
Thimbleby, Harold	(12)	University College London
Furniss, Dominic	(10)	University College London
Back, Jonathan	(10)	University College London
Adams, Anne	(9)	University College London
Long, John	(9)	University College London
Bird, Jon	(8)	University College London
Curzon, Paul	(8)	University College London
McCarthy, John D.	(7)	University College London
Bianchi-Berthouze, Nadia	(7)	University College London
Marshall, Paul	(7)	University College London
Gow, Jeremy	(7)	University College London
Makri, Stephann	(7)	University College London
Buchanan, George	(6)	University College London
Riegelsberger, Jens	(6)	University College London
Brumby, Duncan P.	(6)	University College London
Newman, William	(5)	University College London
Warwick, Claire	(5)	University College London
Jennett, Charlene	(5)	University College London
Rode, Jennifer A.	(4)	University College London
Rimmer, Jon	(4)	University College London
Brostoff, Sacha	(4)	University College London
Benedyk, Rachel	(4)	University College London
Sasse, Martina Angela	(4)	University College London
Beeharee, Ashweeni	(4)	University College London
Inglesant, Philip	(4)	University College London
Cox, Anna	(4)	University College London
Slater, Mel	(3)	University College London
Roussou, Maria	(3)	University College London
Rodden, Tom	(3)	University College London
Attfield, Simon	(3)	University College London
Laney, Robin	(3)	University College London
Knoche, Hendrik	(3)	University College London
Hill, Becky	(3)	University College London
Bonhard, Philip	(3)	University College London
Martin, Karen	(3)	University College London
Flechais, Ivan	(3)	University College London
Faisal, Sarah	(3)	University College London
Galis, Alex	(3)	University College London
Dowell, John	(3)	University College London
Calvillo Gámez, Eduardo H.	(3)	University College London
Jetter, Hans-Christian	(3)	University College London
Pan, Xueni	(3)	University College London
Steptoe, William	(3)	University College London
Connell, Iain	(3)	University College London
Laqua, Sven	(3)	University College London
Cummaford, Steve	(3)	University College London
Johnson, Rose	(3)	University College London
Harrison, Daniel	(3)	University College London
Stawarz, Katarzyna	(3)	University College London
Haklay, Muki	(3)	University College London
Fatah gen. Schieck, Ava	(3)	University College London
Wilson, Gillian M.	(3)	University College London
Bolchini, Davide	(2)	University College London
Paolini, Paolo	(2)	University College London
Milic-Frayling, Natasa	(2)	University College London
Baurley, Sharon	(2)	University College London
Jones, Matt	(2)	University College London
Koleva, Boriana	(2)	University College London
Walker, Brendan	(2)	University College London
Pennington, Sarah	(2)	University College London
Sutcliffe, Alistair	(2)	University College London
Schmidt, Albrecht	(2)	University College London
Benford, Steve	(2)	University College London
Garzotto, Franca	(2)	University College London
Craft, Brock	(2)	University College London
Chantler, Mike	(2)	University College London
Dourish, Paul	(2)	University College London
Oshlyansky, Lidia	(2)	University College London
John, Bonnie E.	(2)	University College London
Wolff, Robin	(2)	University College London
Wong, B. L. William	(2)	University College London
Butterworth, Richard	(2)	University College London
Cairns, Paul A.	(2)	University College London
Schnädelbach, Holger	(2)	University College London
Connelly, Kay	(2)	University College London
Shawe-Taylor, John	(2)	University College London
Loscos, Celine	(2)	University College London
Sasse, Angela	(2)	University College London
Penn, Alan	(2)	University College London
Harries, Clare	(2)	University College London
Toscos, Tammy	(2)	University College London
Cheng, Tao	(2)	University College London
Mentis, Helena	(2)	University College London
Todd, Chris	(2)	University College London
Ocampo, Roel	(2)	University College London
Knoche, Hendrik O.	(2)	University College London
Fields, Bob	(2)	University College London
Keith, Suzette	(2)	University College London
Marquardt, Nicolai	(2)	University College London
Curzon, P.	(2)	University College London
Rukšėnas, R.	(2)	University College London
Blandford, A.	(2)	University College London
Yuill, Nicola	(2)	University College London
Edwards, Helen	(2)	University College London
Bardzell, Shaowen	(45)	Indiana University
Bardzell, Jeffrey	(41)	Indiana University
Blevis, Eli	(38)	Indiana University
Stolterman, Erik	(32)	Indiana University
Rogers, Yvonne	(14)	Indiana University
Pace, Tyler	(14)	Indiana University
Pan, Yue	(12)	Indiana University
Jung, Heekyoung	(12)	Indiana University
Lim, Youn-Kyung	(8)	Indiana University
Connelly, Kay	(8)	Indiana University
Roedl, David	(8)	Indiana University
Odom, William	(8)	Indiana University
Pierce, James	(8)	Indiana University
Gross, Shad	(8)	Indiana University
Bolchini, Davide	(7)	Indiana University
Hazlewood, William R.	(7)	Indiana University
Tomlinson, Bill	(6)	Indiana University
Sengers, Phoebe	(6)	Indiana University
Makice, Kevin	(5)	Indiana University
Toscos, Tammy	(5)	Indiana University
Lim, Youn-kyung	(5)	Indiana University
Caine, Kelly	(5)	Indiana University
Kannabiran, Gopinaath	(5)	Indiana University
Forlizzi, Jodi	(4)	Indiana University
Aneja, Shweta	(4)	Indiana University
Donaldson, Justin	(4)	Indiana University
Siek, Katie A.	(4)	Indiana University
Connelly, Kay H.	(4)	Indiana University
Busse, Daniela	(4)	Indiana University
Merritt, Samantha	(4)	Indiana University
Huang, Chung-Ching	(4)	Indiana University
Jakobsson, Markus	(3)	Indiana University
Fitzpatrick, Geraldine	(3)	Indiana University
Thomas, John C.	(3)	Indiana University
Scheutz, Matthias	(3)	Indiana University
Faiola, Anthony	(3)	Indiana University
Churchill, Elizabeth	(3)	Indiana University
Kapadia, Apu	(3)	Indiana University
Ozakca, Muzaffer	(3)	Indiana University
Weldon, Matt	(3)	Indiana University
Schermerhorn, Paul	(3)	Indiana University
Wakkary, Ron	(3)	Indiana University
Mann, Samuel	(3)	Indiana University
Thomas, John	(3)	Indiana University
DiSalvo, Carl	(3)	Indiana University
Beck, Christian	(3)	Indiana University
Busse, Daniela K.	(3)	Indiana University
Ashok, Arvind	(3)	Indiana University
Nathan, Lisa P.	(3)	Indiana University
Blevis, Shunying	(3)	Indiana University
Ferati, Mexhid	(3)	Indiana University
Toombs, Austin	(3)	Indiana University
Churchill, Elizabeth F.	(2)	Indiana University
Rodden, Tom	(2)	Indiana University
Blythe, Mark	(2)	Indiana University
Papatheodorou, Christos	(2)	Indiana University
Groth, Dennis P.	(2)	Indiana University
Camp, L. Jean	(2)	Indiana University
Yang, Tao	(2)	Indiana University
Khan, Azam	(2)	Indiana University
Nardi, Bonnie	(2)	Indiana University
Hansen, Preben	(2)	Indiana University
Beckwith, Richard	(2)	Indiana University
Albrechtsen, Hanne	(2)	Indiana University
Patterson, Donald J.	(2)	Indiana University
Fuhr, Norbert	(2)	Indiana University
Dillon, Andrew	(2)	Indiana University
Patil, Sameer	(2)	Indiana University
Zimmerman, John	(2)	Indiana University
Friedman, Batya	(2)	Indiana University
Pangam, Apurva	(2)	Indiana University
Ryan, William	(2)	Indiana University
Börner, Katy	(2)	Indiana University
Bruckman, Amy	(2)	Indiana University
Micsik, Andras	(2)	Indiana University
Briggs, Christian	(2)	Indiana University
Myers, Steven	(2)	Indiana University
Marshall, Paul	(2)	Indiana University
Kapidakis, Sarantos	(2)	Indiana University
Klas, Claus-Peter	(2)	Indiana University
Kriewel, Sascha	(2)	Indiana University
Kovacs, Laszlo	(2)	Indiana University
Jacob, Elin	(2)	Indiana University
Tsakonas, Giannis	(2)	Indiana University
Quagliara, Nick	(2)	Indiana University
Ramalingam, Shruti	(2)	Indiana University
Hasbrouck, Jay	(2)	Indiana University
Fantini, Sergio	(2)	Indiana University
Hanks, Kristin	(2)	Indiana University
Bhandari, Shruti	(2)	Indiana University
He, Li	(2)	Indiana University
Thompson, Tonya	(2)	Indiana University
Rege, Rajasee	(2)	Indiana University
Sassaroli, Angelo	(2)	Indiana University
Lee, Hee Rin	(2)	Indiana University
Nathan, Lisa	(2)	Indiana University
Mannheimer, Steve	(2)	Indiana University
Jones, Josette	(2)	Indiana University
Altieri, Youngsuk L.	(2)	Indiana University
Silberman, Six	(2)	Indiana University
